node_id,label,node_type,group,importance,email,organization,department,position,date,stance_label,map_x_norm,map_y_norm,source_files,source_note
Hennie_Osvaldo,Hennie Osvaldo,person,Security,3,Hennie.Osvaldo@gastech.com.kronos,GAStech-Kronos,Security,Perimeter Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Hideki_Cocinaro,Hideki Cocinaro,person,Security,3,Hideki.Cocinaro@gastech.com.kronos,GAStech-Kronos,Security,Site Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Inga_Ferro,Inga Ferro,person,Security,3,Inga.Ferro@gastech.com.kronos,GAStech-Kronos,Security,Site Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Isia_Vann,Isia Vann,person,Security,3,Isia.Vann@gastech.com.kronos,GAStech-Kronos,Security,Perimeter Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Kanon_Herrero,Kanon Herrero,person,Security,3,Kanon.Herrero@gastech.com.kronos,GAStech-Kronos,Security,Badging Office,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Loreto_Bodrogi,Loreto Bodrogi,person,Security,3,Loreto.Bodrogi@gastech.com.kronos,GAStech-Kronos,Security,Site Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Minke_Mies,Minke Mies,person,Security,3,Minke.Mies@gastech.com.kronos,GAStech-Kronos,Security,Perimeter Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Stenig_Fusil,Stenig Fusil,person,Security,3,Stenig.Fusil@gastech.com.kronos,GAStech-Kronos,Security,Building Control,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Varja_Lagos,Varja Lagos,person,Security,3,Varja.Lagos@gastech.com.kronos,GAStech-Kronos,Security,Badging Office,,,,,EmployeeRecords.xlsx; email headers.csv; GAStechKronos-org-chart.pdf,职位/部门来自EmployeeRecords；上下级由org-chart半结构化提取；失踪名单在当前结构化数据中只可稳妥标注为leadership/group层级，14人完整名单需进一步核验。
Haneson_Ngohebo,Haneson Ngohebo,person,The Abila Post,2,,The Abila Post,,,,,,,entities.csv,news_mentions=0; email_mentions=0
