edge_id,source,target,source_label,target_label,relation_type,weight,evidence_type,evidence_id,date,description,confidence,source_file,quote_or_note
E00419,Ruscella_Mies_Haber,Edvard_Vann,Ruscella Mies Haber,Edvard Vann,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00420,Ruscella_Mies_Haber,Emile_Arpa,Ruscella Mies Haber,Emile Arpa,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00421,Ruscella_Mies_Haber,Varro_Awelon,Ruscella Mies Haber,Varro Awelon,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00422,Ruscella_Mies_Haber,Dante_Coginian,Ruscella Mies Haber,Dante Coginian,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00423,Irene_Nant,Cecilia_Morluniau,Irene Nant,Cecilia Morluniau,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00424,Cecilia_Morluniau,Albina_Hafon,Cecilia Morluniau,Albina Hafon,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00425,Irene_Nant,Claudio_Hawelon,Irene Nant,Claudio Hawelon,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00426,Dylan_Scozzese,Henk_Mies,Dylan Scozzese,Henk Mies,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00427,Elsa_Orilla,Lidelse_Dedos,Elsa Orilla,Lidelse Dedos,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00428,Gustav_Cazar,Lars_Azada,Gustav Cazar,Lars Azada,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00429,Vira_Frente,Axel_Calzas,Vira Frente,Axel Calzas,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00430,Isande_Borrasca,Marin_Onda,Isande Borrasca,Marin Onda,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00431,Lidelse_Dedos,Kare_Orilla,Lidelse Dedos,Kare Orilla,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00432,Kare_Orilla,Brand_Tempestad,Kare Orilla,Brand Tempestad,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00433,Ada_Campo_Corrente,Ingrid_Barranco,Ada Campo-Corrente,Ingrid Barranco,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00434,Lars_Azada,Adra_Nubarron,Lars Azada,Adra Nubarron,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00435,Willem_Vasco_Pais,Sten_Sanjorge_Jr,Willem Vasco-Pais,Sten Sanjorge Jr,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00436,Brand_Tempestad,Adra_Nubarron,Brand Tempestad,Adra Nubarron,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00437,Brand_Tempestad,Lidelse_Dedos,Brand Tempestad,Lidelse Dedos,email_communication,10,email_headers,,,邮件通信次数,high,email_network.csv,
E00438,Brand_Tempestad,Lars_Azada,Brand Tempestad,Lars Azada,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00439,Axel_Calzas,Vira_Frente,Axel Calzas,Vira Frente,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00440,Albina_Hafon,Valeria_Morlun,Albina Hafon,Valeria Morlun,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00441,Benito_Hawelon,Emile_Arpa,Benito Hawelon,Emile Arpa,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00442,Adan_Morlun,Benito_Hawelon,Adan Morlun,Benito Hawelon,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00443,Adan_Morlun,Cecilia_Morluniau,Adan Morlun,Cecilia Morluniau,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00444,Irene_Nant,Dylan_Scozzese,Irene Nant,Dylan Scozzese,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00445,Cecilia_Morluniau,Henk_Mies,Cecilia Morluniau,Henk Mies,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00446,Irene_Nant,Adan_Morlun,Irene Nant,Adan Morlun,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00447,Lars_Azada,Elsa_Orilla,Lars Azada,Elsa Orilla,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00448,Claudio_Hawelon,Valeria_Morlun,Claudio Hawelon,Valeria Morlun,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00449,Gustav_Cazar,Elsa_Orilla,Gustav Cazar,Elsa Orilla,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00450,Isande_Borrasca,Elsa_Orilla,Isande Borrasca,Elsa Orilla,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00451,Isande_Borrasca,Brand_Tempestad,Isande Borrasca,Brand Tempestad,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00452,Lars_Azada,Brand_Tempestad,Lars Azada,Brand Tempestad,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00453,Brand_Tempestad,Isande_Borrasca,Brand Tempestad,Isande Borrasca,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00454,Brand_Tempestad,Kare_Orilla,Brand Tempestad,Kare Orilla,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00455,Stenig_Fusil,Hennie_Osvaldo,Stenig Fusil,Hennie Osvaldo,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00456,Hennie_Osvaldo,Isia_Vann,Hennie Osvaldo,Isia Vann,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00457,Kare_Orilla,Marin_Onda,Kare Orilla,Marin Onda,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00458,Elsa_Orilla,Vira_Frente,Elsa Orilla,Vira Frente,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00459,Dylan_Scozzese,Dante_Coginian,Dylan Scozzese,Dante Coginian,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00460,Dante_Coginian,Adan_Morlun,Dante Coginian,Adan Morlun,email_communication,9,email_headers,,,邮件通信次数,high,email_network.csv,
E00461,Axel_Calzas,Felix_Balas,Axel Calzas,Felix Balas,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00462,Axel_Calzas,Kare_Orilla,Axel Calzas,Kare Orilla,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00463,Benito_Hawelon,Adan_Morlun,Benito Hawelon,Adan Morlun,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00464,Varro_Awelon,Albina_Hafon,Varro Awelon,Albina Hafon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00465,Benito_Hawelon,Cecilia_Morluniau,Benito Hawelon,Cecilia Morluniau,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00466,Adra_Nubarron,Elsa_Orilla,Adra Nubarron,Elsa Orilla,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00467,Adra_Nubarron,Brand_Tempestad,Adra Nubarron,Brand Tempestad,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00468,Cecilia_Morluniau,Adan_Morlun,Cecilia Morluniau,Adan Morlun,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00469,Cecilia_Morluniau,Claudio_Hawelon,Cecilia Morluniau,Claudio Hawelon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00470,Irene_Nant,Albina_Hafon,Irene Nant,Albina Hafon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00471,Dylan_Scozzese,Benito_Hawelon,Dylan Scozzese,Benito Hawelon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00472,Isia_Vann,Rachel_Pantanal,Isia Vann,Rachel Pantanal,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00473,Lars_Azada,Vira_Frente,Lars Azada,Vira Frente,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00474,Claudio_Hawelon,Varro_Awelon,Claudio Hawelon,Varro Awelon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00475,Claudio_Hawelon,Benito_Hawelon,Claudio Hawelon,Benito Hawelon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00476,Cecilia_Morluniau,Irene_Nant,Cecilia Morluniau,Irene Nant,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00477,Gustav_Cazar,Axel_Calzas,Gustav Cazar,Axel Calzas,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00478,Isande_Borrasca,Lars_Azada,Isande Borrasca,Lars Azada,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00479,Lidelse_Dedos,Axel_Calzas,Lidelse Dedos,Axel Calzas,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00480,Brand_Tempestad,Marin_Onda,Brand Tempestad,Marin Onda,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00481,Brand_Tempestad,Axel_Calzas,Brand Tempestad,Axel Calzas,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00482,Stenig_Fusil,Felix_Resumir,Stenig Fusil,Felix Resumir,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00483,Ingrid_Barranco,Willem_Vasco_Pais,Ingrid Barranco,Willem Vasco-Pais,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00484,Elsa_Orilla,Felix_Balas,Elsa Orilla,Felix Balas,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00485,Elsa_Orilla,Birgitta_Frente,Elsa Orilla,Birgitta Frente,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00486,Sten_Sanjorge_Jr,Ingrid_Barranco,Sten Sanjorge Jr ,Ingrid Barranco,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00487,Dante_Coginian,Emile_Arpa,Dante Coginian,Emile Arpa,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00488,Dante_Coginian,Claudio_Hawelon,Dante Coginian,Claudio Hawelon,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00489,Inga_Ferro,Loreto_Bodrogi,Inga Ferro,Loreto Bodrogi,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00490,Inga_Ferro,Hennie_Osvaldo,Inga Ferro,Hennie Osvaldo,email_communication,8,email_headers,,,邮件通信次数,high,email_network.csv,
E00491,Brand_Tempestad,Birgitta_Frente,Brand Tempestad,Birgitta Frente,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00492,Linnea_Bergen,Ruscella_Mies_Haber,Linnea Bergen,Ruscella Mies Haber,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00493,Ingrid_Barranco,Loreto_Bodrogi,Ingrid Barranco,Loreto Bodrogi,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00494,Axel_Calzas,Gustav_Cazar,Axel Calzas,Gustav Cazar,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00495,Lars_Azada,Birgitta_Frente,Lars Azada,Birgitta Frente,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00496,Lars_Azada,Felix_Balas,Lars Azada,Felix Balas,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00497,Albina_Hafon,Dante_Coginian,Albina Hafon,Dante Coginian,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00498,Felix_Balas,Lars_Azada,Felix Balas,Lars Azada,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00499,Benito_Hawelon,Varro_Awelon,Benito Hawelon,Varro Awelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00500,Adan_Morlun,Claudio_Hawelon,Adan Morlun,Claudio Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00501,Adan_Morlun,Emile_Arpa,Adan Morlun,Emile Arpa,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00502,Adan_Morlun,Varro_Awelon,Adan Morlun,Varro Awelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00503,Varro_Awelon,Claudio_Hawelon,Varro Awelon,Claudio Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00504,Dante_Coginian,Benito_Hawelon,Dante Coginian,Benito Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00505,Vira_Frente,Elsa_Orilla,Vira Frente,Elsa Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00506,Vira_Frente,Marin_Onda,Vira Frente,Marin Onda,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00507,Kanon_Herrero,Hennie_Osvaldo,Kanon Herrero,Hennie Osvaldo,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00508,Adra_Nubarron,Isande_Borrasca,Adra Nubarron,Isande Borrasca,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00509,Adra_Nubarron,Felix_Balas,Adra Nubarron,Felix Balas,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00510,Adra_Nubarron,Kare_Orilla,Adra Nubarron,Kare Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00511,Adra_Nubarron,Lars_Azada,Adra Nubarron,Lars Azada,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00512,Adra_Nubarron,Marin_Onda,Adra Nubarron,Marin Onda,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00513,Cecilia_Morluniau,Dylan_Scozzese,Cecilia Morluniau,Dylan Scozzese,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00514,Irene_Nant,Dante_Coginian,Irene Nant,Dante Coginian,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00515,Dylan_Scozzese,Varro_Awelon,Dylan Scozzese,Varro Awelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00516,Claudio_Hawelon,Emile_Arpa,Claudio Hawelon,Emile Arpa,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00517,Gustav_Cazar,Lidelse_Dedos,Gustav Cazar,Lidelse Dedos,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00518,Isande_Borrasca,Vira_Frente,Isande Borrasca,Vira Frente,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00519,Varja_Lagos,Hideki_Cocinaro,Varja Lagos,Hideki Cocinaro,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00520,Lars_Azada,Kare_Orilla,Lars Azada,Kare Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00521,Lars_Azada,Marin_Onda,Lars Azada,Marin Onda,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00522,Lidelse_Dedos,Lars_Azada,Lidelse Dedos,Lars Azada,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00523,Brand_Tempestad,Elsa_Orilla,Brand Tempestad,Elsa Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00524,Brand_Tempestad,Vira_Frente,Brand Tempestad,Vira Frente,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00525,Isande_Borrasca,Birgitta_Frente,Isande Borrasca,Birgitta Frente,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00526,Isande_Borrasca,Felix_Balas,Isande Borrasca,Felix Balas,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00527,Stenig_Fusil,Hideki_Cocinaro,Stenig Fusil,Hideki Cocinaro,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00528,Kare_Orilla,Isande_Borrasca,Kare Orilla,Isande Borrasca,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00529,Kare_Orilla,Elsa_Orilla,Kare Orilla,Elsa Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00530,Ingrid_Barranco,Kare_Orilla,Ingrid Barranco,Kare Orilla,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00531,Edvard_Vann,Hennie_Osvaldo,Edvard Vann,Hennie Osvaldo,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00532,Elsa_Orilla,Isande_Borrasca,Elsa Orilla,Isande Borrasca,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00533,Valeria_Morlun,Claudio_Hawelon,Valeria Morlun,Claudio Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00534,Felix_Balas,Adra_Nubarron,Felix Balas,Adra Nubarron,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00535,Hennie_Osvaldo,Loreto_Bodrogi,Hennie Osvaldo,Loreto Bodrogi,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00536,Hennie_Osvaldo,Minke_Mies,Hennie Osvaldo,Minke Mies,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00537,Dante_Coginian,Henk_Mies,Dante Coginian,Henk Mies,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00538,Lidelse_Dedos,Adra_Nubarron,Lidelse Dedos,Adra Nubarron,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00539,Emile_Arpa,Adan_Morlun,Emile Arpa,Adan Morlun,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00540,Emile_Arpa,Claudio_Hawelon,Emile Arpa,Claudio Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00541,Kare_Orilla,Adra_Nubarron,Kare Orilla,Adra Nubarron,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00542,Kare_Orilla,Lidelse_Dedos,Kare Orilla,Lidelse Dedos,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00543,Lidelse_Dedos,Brand_Tempestad,Lidelse Dedos,Brand Tempestad,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00544,Felix_Balas,Brand_Tempestad,Felix Balas,Brand Tempestad,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00545,Inga_Ferro,Isia_Vann,Inga Ferro,Isia Vann,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00546,Albina_Hafon,Claudio_Hawelon,Albina Hafon,Claudio Hawelon,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00547,Dante_Coginian,Dylan_Scozzese,Dante Coginian,Dylan Scozzese,email_communication,7,email_headers,,,邮件通信次数,high,email_network.csv,
E00548,Varja_Lagos,Hennie_Osvaldo,Varja Lagos,Hennie Osvaldo,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00549,Varja_Lagos,Loreto_Bodrogi,Varja Lagos,Loreto Bodrogi,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00550,Brand_Tempestad,Felix_Balas,Brand Tempestad,Felix Balas,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00551,Axel_Calzas,Birgitta_Frente,Axel Calzas,Birgitta Frente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00552,Albina_Hafon,Emile_Arpa,Albina Hafon,Emile Arpa,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00553,Felix_Balas,Birgitta_Frente,Felix Balas,Birgitta Frente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00554,Loreto_Bodrogi,Hennie_Osvaldo,Loreto Bodrogi,Hennie Osvaldo,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00555,Benito_Hawelon,Irene_Nant,Benito Hawelon,Irene Nant,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00556,Hennie_Osvaldo,Kanon_Herrero,Hennie Osvaldo,Kanon Herrero,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00557,Varro_Awelon,Benito_Hawelon,Varro Awelon,Benito Hawelon,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00558,Varro_Awelon,Cecilia_Morluniau,Varro Awelon,Cecilia Morluniau,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00559,Varro_Awelon,Dante_Coginian,Varro Awelon,Dante Coginian,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00560,Dante_Coginian,Valeria_Morlun,Dante Coginian,Valeria Morlun,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00561,Dante_Coginian,Albina_Hafon,Dante Coginian,Albina Hafon,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00562,Dante_Coginian,Varro_Awelon,Dante Coginian,Varro Awelon,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00563,Ingrid_Barranco,Cecilia_Morluniau,Ingrid Barranco,Cecilia Morluniau,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00564,Irene_Nant,Henk_Mies,Irene Nant,Henk Mies,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00565,Varro_Awelon,Irene_Nant,Varro Awelon,Irene Nant,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00566,Varro_Awelon,Henk_Mies,Varro Awelon,Henk Mies,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00567,Gustav_Cazar,Isande_Borrasca,Gustav Cazar,Isande Borrasca,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00568,Orhan_Strum,Ada_Campo_Corrente,Orhan Strum,Ada Campo-Corrente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00569,Varja_Lagos,Kanon_Herrero,Varja Lagos,Kanon Herrero,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00570,Varja_Lagos,Stenig_Fusil,Varja Lagos,Stenig Fusil,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00571,Lars_Azada,Isande_Borrasca,Lars Azada,Isande Borrasca,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00572,Lidelse_Dedos,Marin_Onda,Lidelse Dedos,Marin Onda,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00573,Lidelse_Dedos,Felix_Balas,Lidelse Dedos,Felix Balas,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00574,Lidelse_Dedos,Vira_Frente,Lidelse Dedos,Vira Frente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00575,Isande_Borrasca,Gustav_Cazar,Isande Borrasca,Gustav Cazar,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00576,Stenig_Fusil,Kanon_Herrero,Stenig Fusil,Kanon Herrero,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00577,Hennie_Osvaldo,Stenig_Fusil,Hennie Osvaldo,Stenig Fusil,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00578,Hennie_Osvaldo,Inga_Ferro,Hennie Osvaldo,Inga Ferro,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00579,Hennie_Osvaldo,Hideki_Cocinaro,Hennie Osvaldo,Hideki Cocinaro,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00580,Hennie_Osvaldo,Felix_Resumir,Hennie Osvaldo,Felix Resumir,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00581,Edvard_Vann,Minke_Mies,Edvard Vann,Minke Mies,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00582,Edvard_Vann,Felix_Resumir,Edvard Vann,Felix Resumir,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00583,Felix_Balas,Isande_Borrasca,Felix Balas,Isande Borrasca,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00584,Stenig_Fusil,Minke_Mies,Stenig Fusil,Minke Mies,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00585,Stenig_Fusil,Loreto_Bodrogi,Stenig Fusil,Loreto Bodrogi,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00586,Benito_Hawelon,Dylan_Scozzese,Benito Hawelon,Dylan Scozzese,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00587,Dante_Coginian,Irene_Nant,Dante Coginian,Irene Nant,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00588,Isande_Borrasca,Lidelse_Dedos,Isande Borrasca,Lidelse Dedos,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00589,Adra_Nubarron,Lidelse_Dedos,Adra Nubarron,Lidelse Dedos,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00590,Axel_Calzas,Lidelse_Dedos,Axel Calzas,Lidelse Dedos,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00591,Irene_Nant,Benito_Hawelon,Irene Nant,Benito Hawelon,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00592,Claudio_Hawelon,Dante_Coginian,Claudio Hawelon,Dante Coginian,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00593,Kanon_Herrero,Inga_Ferro,Kanon Herrero,Inga Ferro,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00594,Kanon_Herrero,Minke_Mies,Kanon Herrero,Minke Mies,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00595,Emile_Arpa,Valeria_Morlun,Emile Arpa,Valeria Morlun,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00596,Marin_Onda,Vira_Frente,Marin Onda,Vira Frente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00597,Adra_Nubarron,Birgitta_Frente,Adra Nubarron,Birgitta Frente,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00598,Varro_Awelon,Valeria_Morlun,Varro Awelon,Valeria Morlun,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00599,Felix_Balas,Marin_Onda,Felix Balas,Marin Onda,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00600,Felix_Balas,Kare_Orilla,Felix Balas,Kare Orilla,email_communication,6,email_headers,,,邮件通信次数,high,email_network.csv,
E00601,Varja_Lagos,Inga_Ferro,Varja Lagos,Inga Ferro,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00602,Linnea_Bergen,Inga_Ferro,Linnea Bergen,Inga Ferro,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00603,Linnea_Bergen,Loreto_Bodrogi,Linnea Bergen,Loreto Bodrogi,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00604,Linnea_Bergen,Isia_Vann,Linnea Bergen,Isia Vann,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00605,Linnea_Bergen,Hennie_Osvaldo,Linnea Bergen,Hennie Osvaldo,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00606,Linnea_Bergen,Minke_Mies,Linnea Bergen,Minke Mies,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00607,Axel_Calzas,Isande_Borrasca,Axel Calzas,Isande Borrasca,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
E00608,Loreto_Bodrogi,Inga_Ferro,Loreto Bodrogi,Inga Ferro,email_communication,5,email_headers,,,邮件通信次数,high,email_network.csv,
