email_id,from_email,from_name,from_domain,from_org,to_emails,to_names,to_count,to_domains,to_orgs,date_raw,date,subject,thread_subject,topics
153,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,gastech.com.kronos,GAStech-Kronos,Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Ingrid Barranco; Ada Campo-Corrente; Orhan Strum,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 13:42,2014-01-07 13:42,RE: Yearly numbers looking good,Yearly numbers looking good,
154,Adra.Nubarron@gastech.com.kronos,Adra Nubarron,gastech.com.kronos,GAStech-Kronos,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 13:48,2014-01-07 13:48,Plants,Plants,
155,Adan.Morlun@gastech.com.kronos,Adan Morlun,gastech.com.kronos,GAStech-Kronos,Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Adan Morlun; Valeria Morlun; Henk Mies; Albina Hafon; Dylan Scozzese,5,gastech.com.kronos,GAStech-Kronos,1/7/2014 13:48,2014-01-07 13:48,RE: Traffic advisory for today,Traffic advisory for today,
156,Brand.Tempestad@gastech.com.kronos,Brand Tempestad,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Isande Borrasca; Lars Azada; Kare Orilla; Marin Onda; Elsa Orilla; Axel Calzas; Brand Tempestad; Vira Frente,8,gastech.com.kronos,GAStech-Kronos,1/7/2014 13:51,2014-01-07 13:51,RE: Wellhead flow rate data - overpressure at well 1783-03?,Wellhead flow rate data - overpressure at well 1783-03?,environment
157,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,gastech.com.kronos,GAStech-Kronos,Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Ingrid Barranco; Ada Campo-Corrente; Orhan Strum,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 13:54,2014-01-07 13:54,RE: Yearly numbers looking good,Yearly numbers looking good,
158,Adan.Morlun@gastech.com.kronos,Adan Morlun,gastech.com.kronos,GAStech-Kronos,Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Henk Mies; Albina Hafon,2,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:07,2014-01-07 14:07,List of repairs needed,List of repairs needed,
159,Orhan.Strum@gastech.com.kronos,Orhan Strum,gastech.com.kronos,GAStech-Kronos,Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Ingrid Barranco; Ada Campo-Corrente; Orhan Strum,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:10,2014-01-07 14:10,RE: Yearly numbers looking good,Yearly numbers looking good,
160,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Emile Arpa; Varro Awelon; Dante Coginian; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese,12,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:12,2014-01-07 14:12,Mandatory safety training,Mandatory safety training,
161,Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,gastech.com.kronos,GAStech-Kronos,Axel.Calzas@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos,Axel Calzas; Vira Frente; Lidelse Dedos; Elsa Orilla,4,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:19,2014-01-07 14:19,RE: Downhole prediction 2522-00,Downhole prediction 2522-00,
162,Cornelia.Lais@gastech.com.kronos,Cornelia Lais,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:21,2014-01-07 14:21,Can someone cover for me next week?,Can someone cover for me next week?,
163,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:21,2014-01-07 14:21,Too funy - you have to see this...,Too funy - you have to see this...,
164,Cornelia.Lais@gastech.com.kronos,Cornelia Lais,gastech.com.kronos,GAStech-Kronos,Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:22,2014-01-07 14:22,RE: No hurry,No hurry,
165,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Isak.Baza@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Isak Baza; Sven Flecha,2,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:22,2014-01-07 14:22,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
166,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:25,2014-01-07 14:25,Planning for staff picnic,Planning for staff picnic,
167,Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,gastech.com.kronos,GAStech-Kronos,Cornelia.Lais@gastech.com.kronos,Cornelia Lais,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:33,2014-01-07 14:33,RE: No hurry,No hurry,
168,Anda.Ribera@gastech.com.kronos,Anda Ribera,gastech.com.kronos,GAStech-Kronos,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:35,2014-01-07 14:35,Need a ride to lunch later,Need a ride to lunch later,
169,Cornelia.Lais@gastech.com.kronos,Cornelia Lais,gastech.com.kronos,GAStech-Kronos,Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:46,2014-01-07 14:46,RE: No hurry,No hurry,
170,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Isak.Baza@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos,Isak Baza; Lucas Alcazar,2,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:47,2014-01-07 14:47,GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
171,Dante.Coginian@gastech.com.kronos,Dante Coginian,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos,Mat Bramar,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:50,2014-01-07 14:50,RE: Document stuck,Document stuck,
172,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:52,2014-01-07 14:52,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
173,Isande.Borrasca@gastech.com.kronos,Isande Borrasca,gastech.com.kronos,GAStech-Kronos,Birgitta.Frente@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Birgitta Frente; Isande Borrasca; Lars Azada; Marin Onda; Kare Orilla; Gustav Cazar; Axel Calzas; Felix Balas; Vira Frente,9,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:57,2014-01-07 14:57,RE: Well 1033-01 stabilization progress report,Well 1033-01 stabilization progress report,
174,Adan.Morlun@gastech.com.kronos,Adan Morlun,gastech.com.kronos,GAStech-Kronos,Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Adan Morlun; Valeria Morlun; Henk Mies; Albina Hafon; Dylan Scozzese,5,gastech.com.kronos,GAStech-Kronos,1/7/2014 14:59,2014-01-07 14:59,RE: Traffic advisory for today,Traffic advisory for today,
175,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,gastech.com.kronos,GAStech-Kronos,Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Orhan.Strum@gastech.com.kronos,Ingrid Barranco; Ada Campo-Corrente; Orhan Strum,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:03,2014-01-07 15:03,RE: Yearly numbers looking good,Yearly numbers looking good,
176,Isande.Borrasca@gastech.com.kronos,Isande Borrasca,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Elsa Orilla; Vira Frente; Kare Orilla; Isande Borrasca; Gustav Cazar; Birgitta Frente; Brand Tempestad; Lars Azada; Marin Onda; Axel Calzas,10,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:08,2014-01-07 15:08,RE: Downhole prediction 2522-00 - check your parameters,Downhole prediction 2522-00 - check your parameters,
177,Edvard.Vann@gastech.com.kronos,Edvard Vann,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:09,2014-01-07 15:09,Money for coffee fund,Money for coffee fund,
178,Henk.Mies@gastech.com.kronos,Henk Mies,gastech.com.kronos,GAStech-Kronos,Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Adan Morlun; Valeria Morlun; Henk Mies; Albina Hafon; Dylan Scozzese,5,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:13,2014-01-07 15:13,RE: Traffic advisory for today,Traffic advisory for today,
179,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:20,2014-01-07 15:20,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
180,Vira.Frente@gastech.com.kronos,Vira Frente,gastech.com.kronos,GAStech-Kronos,Elsa.Orilla@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Axel.Calzas@gastech.com.kronos,Elsa Orilla; Vira Frente; Kare Orilla; Isande Borrasca; Gustav Cazar; Birgitta Frente; Brand Tempestad; Lars Azada; Marin Onda; Axel Calzas,10,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:29,2014-01-07 15:29,RE: Downhole prediction 2522-00 - check your parameters,Downhole prediction 2522-00 - check your parameters,
181,Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,gastech.com.kronos,GAStech-Kronos,Kanon.Herrero@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Kanon Herrero; Stenig Fusil; Inga Ferro; Hideki Cocinaro; Hennie Osvaldo; Felix Resumir; Isia Vann,7,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:31,2014-01-07 15:31,RE: Resolution of incident,Resolution of incident,
182,Albina.Hafon@gastech.com.kronos,Albina Hafon,gastech.com.kronos,GAStech-Kronos,Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Adan Morlun; Valeria Morlun; Henk Mies; Albina Hafon; Dylan Scozzese,5,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:32,2014-01-07 15:32,RE: Traffic advisory for today,Traffic advisory for today,
183,Stenig.Fusil@gastech.com.kronos,Stenig Fusil,gastech.com.kronos,GAStech-Kronos,Kanon.Herrero@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Kanon Herrero; Stenig Fusil; Inga Ferro; Hideki Cocinaro; Hennie Osvaldo; Felix Resumir; Isia Vann,7,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:33,2014-01-07 15:33,RE: Resolution of incident,Resolution of incident,
184,Gustav.Cazar@gastech.com.kronos,Gustav Cazar,gastech.com.kronos,GAStech-Kronos,Anda.Ribera@gastech.com.kronos,Anda Ribera,1,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:39,2014-01-07 15:39,RE: Need a ride to lunch later,Need a ride to lunch later,
185,Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,gastech.com.kronos,GAStech-Kronos,Kanon.Herrero@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Isia.Vann@gastech.com.kronos,Kanon Herrero; Stenig Fusil; Inga Ferro; Hideki Cocinaro; Hennie Osvaldo; Felix Resumir; Isia Vann,7,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:41,2014-01-07 15:41,RE: Resolution of incident,Resolution of incident,
186,Vira.Frente@gastech.com.kronos,Vira Frente,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Isande Borrasca; Lars Azada; Kare Orilla; Marin Onda; Elsa Orilla; Axel Calzas; Brand Tempestad; Vira Frente,8,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:42,2014-01-07 15:42,RE: Wellhead flow rate data - overpressure at well 1783-03?,Wellhead flow rate data - overpressure at well 1783-03?,environment
187,Kare.Orilla@gastech.com.kronos,Kare Orilla,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Isande Borrasca; Lars Azada; Kare Orilla; Marin Onda; Elsa Orilla; Axel Calzas; Brand Tempestad; Vira Frente,8,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:47,2014-01-07 15:47,RE: Wellhead flow rate data - overpressure at well 1783-03?,Wellhead flow rate data - overpressure at well 1783-03?,environment
188,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Emile Arpa; Varro Awelon; Dante Coginian; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese,12,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:50,2014-01-07 15:50,Be Careful!,Be Careful!,
189,Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,gastech.com.kronos,GAStech-Kronos,Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Emile Arpa; Varro Awelon; Dante Coginian; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese,12,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:50,2014-01-07 15:50,Safety First!,Safety First!,
190,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:51,2014-01-07 15:51,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
191,Lars.Azada@gastech.com.kronos,Lars Azada,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Isande Borrasca; Lars Azada; Kare Orilla; Marin Onda; Elsa Orilla; Axel Calzas; Brand Tempestad; Vira Frente,8,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:51,2014-01-07 15:51,RE: Wellhead flow rate data - overpressure at well 1783-03?,Wellhead flow rate data - overpressure at well 1783-03?,environment
192,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Nils.Calixto@gastech.com.kronos,Lucas Alcazar; Isak Baza; Nils Calixto,3,gastech.com.kronos,GAStech-Kronos,1/7/2014 15:52,2014-01-07 15:52,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
193,Henk.Mies@gastech.com.kronos,Henk Mies,gastech.com.kronos,GAStech-Kronos,Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos,Henk Mies; Albina Hafon,2,gastech.com.kronos,GAStech-Kronos,1/7/2014 16:00,2014-01-07 16:00,RE: List of repairs needed,List of repairs needed,
194,Henk.Mies@gastech.com.kronos,Henk Mies,gastech.com.kronos,GAStech-Kronos,Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Adan Morlun; Valeria Morlun; Henk Mies; Albina Hafon; Dylan Scozzese,5,gastech.com.kronos,GAStech-Kronos,1/7/2014 16:02,2014-01-07 16:02,RE: Traffic advisory for today,Traffic advisory for today,
195,Isak.Baza@gastech.com.kronos,Isak Baza,gastech.com.kronos,GAStech-Kronos,Isak.Baza@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Isak Baza; Sven Flecha,2,gastech.com.kronos,GAStech-Kronos,1/7/2014 16:04,2014-01-07 16:04,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
